filename,image_id,group_id,cnt_people,cnt_group,box_detected_person,group_box,box_within_group,cnt_person_within_group,person_box_is_unreal_person,has_unreal,source,id
7162500507159726.jpg,2824.0,0.0,2.0,1.0,"[[135, 312, 148, 343], [163, 307, 181, 337]]","[135, 307, 181, 343]","[[135, 312, 148, 343], [163, 307, 181, 337]]",2.0,,False,mapillary,7162500507159726
751101712252427.jpg,2825.0,0.0,2.0,1.0,"[[38, 6, 255, 567], [291, 36, 544, 599]]","[38, 6, 544, 599]","[[38, 6, 255, 567], [291, 36, 544, 599]]",2.0,,False,mapillary,751101712252427
964370294907696.jpg,2826.0,0.0,13.0,6.0,"[[523, 516, 554, 571], [550, 512, 568, 567], [604, 516, 621, 570], [639, 512, 656, 571], [744, 522, 764, 547], [759, 512, 771, 546], [784, 518, 800, 550], [798, 527, 817, 554], [825, 517, 844, 558], [839, 523, 865, 585], [839, 523, 864, 556], [863, 513, 895, 586], [994, 520, 1015, 573]]","[523, 512, 568, 571]","[[523, 516, 554, 571], [550, 512, 568, 567]]",2.0,,False,mapillary,964370294907696
964370294907696.jpg,2826.0,1.0,13.0,6.0,"[[523, 516, 554, 571], [550, 512, 568, 567], [604, 516, 621, 570], [639, 512, 656, 571], [744, 522, 764, 547], [759, 512, 771, 546], [784, 518, 800, 550], [798, 527, 817, 554], [825, 517, 844, 558], [839, 523, 865, 585], [839, 523, 864, 556], [863, 513, 895, 586], [994, 520, 1015, 573]]","[604, 512, 656, 571]","[[604, 516, 621, 570], [639, 512, 656, 571]]",2.0,,False,mapillary,964370294907696
964370294907696.jpg,2826.0,2.0,13.0,6.0,"[[523, 516, 554, 571], [550, 512, 568, 567], [604, 516, 621, 570], [639, 512, 656, 571], [744, 522, 764, 547], [759, 512, 771, 546], [784, 518, 800, 550], [798, 527, 817, 554], [825, 517, 844, 558], [839, 523, 865, 585], [839, 523, 864, 556], [863, 513, 895, 586], [994, 520, 1015, 573]]","[744, 512, 771, 547]","[[744, 522, 764, 547], [759, 512, 771, 546]]",2.0,,False,mapillary,964370294907696
964370294907696.jpg,2826.0,3.0,13.0,6.0,"[[523, 516, 554, 571], [550, 512, 568, 567], [604, 516, 621, 570], [639, 512, 656, 571], [744, 522, 764, 547], [759, 512, 771, 546], [784, 518, 800, 550], [798, 527, 817, 554], [825, 517, 844, 558], [839, 523, 865, 585], [839, 523, 864, 556], [863, 513, 895, 586], [994, 520, 1015, 573]]","[784, 518, 817, 554]","[[784, 518, 800, 550], [798, 527, 817, 554]]",2.0,,False,mapillary,964370294907696
964370294907696.jpg,2826.0,4.0,13.0,6.0,"[[523, 516, 554, 571], [550, 512, 568, 567], [604, 516, 621, 570], [639, 512, 656, 571], [744, 522, 764, 547], [759, 512, 771, 546], [784, 518, 800, 550], [798, 527, 817, 554], [825, 517, 844, 558], [839, 523, 865, 585], [839, 523, 864, 556], [863, 513, 895, 586], [994, 520, 1015, 573]]","[825, 517, 864, 558]","[[825, 517, 844, 558], [839, 523, 864, 556]]",2.0,,False,mapillary,964370294907696
964370294907696.jpg,2826.0,5.0,13.0,6.0,"[[523, 516, 554, 571], [550, 512, 568, 567], [604, 516, 621, 570], [639, 512, 656, 571], [744, 522, 764, 547], [759, 512, 771, 546], [784, 518, 800, 550], [798, 527, 817, 554], [825, 517, 844, 558], [839, 523, 865, 585], [839, 523, 864, 556], [863, 513, 895, 586], [994, 520, 1015, 573]]","[839, 513, 895, 586]","[[839, 523, 865, 585], [839, 523, 864, 556], [863, 513, 895, 586]]",3.0,,False,mapillary,964370294907696
222064599434802.jpg,2828.0,0.0,3.0,1.0,"[[597, 335, 632, 443], [638, 332, 680, 437], [904, 336, 937, 433]]","[597, 332, 680, 443]","[[597, 335, 632, 443], [638, 332, 680, 437]]",2.0,,False,mapillary,222064599434802
142438987935642.jpg,2830.0,0.0,4.0,1.0,"[[48, 263, 94, 374], [532, 251, 544, 288], [546, 253, 561, 289], [582, 256, 593, 277]]","[532, 251, 561, 289]","[[532, 251, 544, 288], [546, 253, 561, 289]]",2.0,,False,mapillary,142438987935642
158795112775922.jpg,2834.0,0.0,5.0,1.0,"[[17, 461, 48, 541], [786, 458, 804, 517], [849, 454, 876, 531], [880, 464, 904, 526], [896, 454, 922, 526]]","[849, 454, 904, 531]","[[849, 454, 876, 531], [880, 464, 904, 526]]",2.0,,False,mapillary,158795112775922
1912760635804503.jpg,2838.0,0.0,5.0,1.0,"[[12, 346, 37, 415], [29, 342, 64, 425], [46, 331, 88, 423], [200, 314, 245, 406], [336, 304, 358, 357]]","[12, 331, 88, 425]","[[12, 346, 37, 415], [29, 342, 64, 425], [46, 331, 88, 423]]",3.0,,False,mapillary,1912760635804503
568485950793255.jpg,2843.0,0.0,4.0,1.0,"[[336, 508, 363, 609], [420, 525, 433, 542], [456, 531, 464, 547], [464, 529, 472, 548]]","[456, 529, 472, 548]","[[456, 531, 464, 547], [464, 529, 472, 548]]",2.0,,False,mapillary,568485950793255
776433803049930.jpg,2844.0,0.0,4.0,1.0,"[[298, 287, 359, 455], [575, 318, 584, 340], [638, 315, 649, 349], [655, 314, 667, 348]]","[638, 314, 667, 349]","[[638, 315, 649, 349], [655, 314, 667, 348]]",2.0,"[575, 318, 584, 340]",False,mapillary,776433803049930
919245818931258.jpg,2845.0,0.0,6.0,1.0,"[[249, 382, 274, 452], [306, 371, 335, 449], [352, 386, 367, 431], [416, 382, 433, 431], [922, 376, 936, 394], [943, 369, 957, 399]]","[922, 369, 957, 399]","[[922, 376, 936, 394], [943, 369, 957, 399]]",2.0,,False,mapillary,919245818931258
374815903868231.jpg,2847.0,0.0,6.0,2.0,"[[121, 449, 141, 490], [140, 445, 159, 489], [195, 447, 215, 498], [219, 453, 236, 498], [312, 448, 320, 466], [475, 457, 490, 489]]","[121, 445, 159, 490]","[[121, 449, 141, 490], [140, 445, 159, 489]]",2.0,,False,mapillary,374815903868231
374815903868231.jpg,2847.0,1.0,6.0,2.0,"[[121, 449, 141, 490], [140, 445, 159, 489], [195, 447, 215, 498], [219, 453, 236, 498], [312, 448, 320, 466], [475, 457, 490, 489]]","[195, 447, 236, 498]","[[195, 447, 215, 498], [219, 453, 236, 498]]",2.0,,False,mapillary,374815903868231
445157247416401.jpg,2848.0,0.0,11.0,1.0,"[[51, 383, 77, 437], [198, 590, 453, 765], [226, 359, 240, 410], [257, 369, 269, 400], [276, 371, 284, 391], [454, 405, 482, 460], [480, 381, 489, 402], [633, 398, 649, 439], [753, 415, 768, 446], [956, 439, 976, 485], [974, 438, 993, 490]]","[956, 438, 993, 490]","[[956, 439, 976, 485], [974, 438, 993, 490]]",2.0,"[633, 398, 649, 439]",False,mapillary,445157247416401
445157247416401.jpg,2848.0,0.0,11.0,1.0,"[[51, 383, 77, 437], [198, 590, 453, 765], [226, 359, 240, 410], [257, 369, 269, 400], [276, 371, 284, 391], [454, 405, 482, 460], [480, 381, 489, 402], [633, 398, 649, 439], [753, 415, 768, 446], [956, 439, 976, 485], [974, 438, 993, 490]]","[956, 438, 993, 490]","[[956, 439, 976, 485], [974, 438, 993, 490]]",2.0,"[753, 415, 768, 446]",False,mapillary,445157247416401
853462638902208.jpg,2849.0,0.0,4.0,2.0,"[[596, 361, 617, 400], [614, 365, 625, 400], [670, 356, 686, 399], [690, 362, 704, 397]]","[596, 361, 625, 400]","[[596, 361, 617, 400], [614, 365, 625, 400]]",2.0,,False,mapillary,853462638902208
853462638902208.jpg,2849.0,1.0,4.0,2.0,"[[596, 361, 617, 400], [614, 365, 625, 400], [670, 356, 686, 399], [690, 362, 704, 397]]","[670, 356, 704, 399]","[[670, 356, 686, 399], [690, 362, 704, 397]]",2.0,,False,mapillary,853462638902208
274597621024605.jpg,2852.0,0.0,8.0,1.0,"[[286, 268, 341, 358], [287, 278, 396, 572], [372, 282, 459, 565], [423, 287, 449, 338], [427, 311, 490, 513], [446, 284, 497, 355], [475, 295, 578, 574], [532, 301, 569, 355]]","[287, 278, 459, 572]","[[287, 278, 396, 572], [372, 282, 459, 565], [423, 287, 449, 338]]",3.0,,False,mapillary,274597621024605
1198678977971904.jpg,2853.0,0.0,5.0,1.0,"[[266, 162, 302, 212], [389, 162, 422, 249], [455, 117, 520, 299], [510, 112, 565, 298], [640, 120, 722, 315]]","[455, 112, 565, 299]","[[455, 117, 520, 299], [510, 112, 565, 298]]",2.0,,False,mapillary,1198678977971904
165243442172088.jpg,2854.0,0.0,12.0,4.0,"[[8, 579, 90, 722], [101, 540, 165, 727], [203, 546, 251, 710], [258, 573, 299, 691], [359, 526, 411, 685], [404, 520, 448, 640], [461, 524, 495, 638], [567, 522, 660, 767], [699, 541, 773, 642], [758, 595, 886, 767], [819, 538, 902, 711], [908, 540, 1023, 767]]","[203, 546, 299, 710]","[[203, 546, 251, 710], [258, 573, 299, 691]]",2.0,,False,mapillary,165243442172088
165243442172088.jpg,2854.0,1.0,12.0,4.0,"[[8, 579, 90, 722], [101, 540, 165, 727], [203, 546, 251, 710], [258, 573, 299, 691], [359, 526, 411, 685], [404, 520, 448, 640], [461, 524, 495, 638], [567, 522, 660, 767], [699, 541, 773, 642], [758, 595, 886, 767], [819, 538, 902, 711], [908, 540, 1023, 767]]","[404, 520, 495, 640]","[[404, 520, 448, 640], [461, 524, 495, 638]]",2.0,,False,mapillary,165243442172088
165243442172088.jpg,2854.0,2.0,12.0,4.0,"[[8, 579, 90, 722], [101, 540, 165, 727], [203, 546, 251, 710], [258, 573, 299, 691], [359, 526, 411, 685], [404, 520, 448, 640], [461, 524, 495, 638], [567, 522, 660, 767], [699, 541, 773, 642], [758, 595, 886, 767], [819, 538, 902, 711], [908, 540, 1023, 767]]","[567, 522, 902, 767]","[[567, 522, 660, 767], [699, 541, 773, 642], [758, 595, 886, 767], [819, 538, 902, 711]]",4.0,,False,mapillary,165243442172088
165243442172088.jpg,2854.0,3.0,12.0,4.0,"[[8, 579, 90, 722], [101, 540, 165, 727], [203, 546, 251, 710], [258, 573, 299, 691], [359, 526, 411, 685], [404, 520, 448, 640], [461, 524, 495, 638], [567, 522, 660, 767], [699, 541, 773, 642], [758, 595, 886, 767], [819, 538, 902, 711], [908, 540, 1023, 767]]","[758, 540, 1023, 767]","[[758, 595, 886, 767], [908, 540, 1023, 767]]",2.0,,False,mapillary,165243442172088
2233572366779577.jpg,2856.0,0.0,2.0,1.0,"[[584, 366, 625, 458], [627, 357, 673, 454]]","[584, 357, 673, 458]","[[584, 366, 625, 458], [627, 357, 673, 454]]",2.0,,False,mapillary,2233572366779577
5236760236412069.jpg,2858.0,0.0,14.0,2.0,"[[0, 427, 111, 691], [1, 392, 335, 763], [111, 369, 248, 509], [264, 426, 301, 488], [313, 440, 345, 547], [348, 440, 362, 482], [357, 418, 410, 600], [415, 447, 439, 556], [425, 414, 509, 764], [446, 430, 472, 466], [469, 431, 589, 763], [543, 413, 596, 542], [577, 439, 614, 552], [611, 441, 635, 516]]","[0, 392, 335, 763]","[[0, 427, 111, 691], [1, 392, 335, 763], [264, 426, 301, 488]]",3.0,,False,mapillary,5236760236412069
5236760236412069.jpg,2858.0,1.0,14.0,2.0,"[[0, 427, 111, 691], [1, 392, 335, 763], [111, 369, 248, 509], [264, 426, 301, 488], [313, 440, 345, 547], [348, 440, 362, 482], [357, 418, 410, 600], [415, 447, 439, 556], [425, 414, 509, 764], [446, 430, 472, 466], [469, 431, 589, 763], [543, 413, 596, 542], [577, 439, 614, 552], [611, 441, 635, 516]]","[425, 414, 589, 764]","[[425, 414, 509, 764], [446, 430, 472, 466], [469, 431, 589, 763]]",3.0,,False,mapillary,5236760236412069
515966689428827.jpg,2859.0,0.0,4.0,1.0,"[[18, 502, 50, 569], [43, 505, 62, 560], [56, 505, 83, 566], [868, 542, 885, 596]]","[18, 502, 83, 569]","[[18, 502, 50, 569], [43, 505, 62, 560], [56, 505, 83, 566]]",3.0,,False,mapillary,515966689428827
140107474813391.jpg,2861.0,0.0,8.0,2.0,"[[54, 405, 138, 615], [252, 353, 285, 437], [551, 325, 573, 385], [656, 319, 669, 353], [670, 321, 692, 366], [680, 317, 696, 352], [959, 283, 1012, 388], [991, 289, 1018, 383]]","[670, 317, 696, 366]","[[670, 321, 692, 366], [680, 317, 696, 352]]",2.0,,False,mapillary,140107474813391
140107474813391.jpg,2861.0,1.0,8.0,2.0,"[[54, 405, 138, 615], [252, 353, 285, 437], [551, 325, 573, 385], [656, 319, 669, 353], [670, 321, 692, 366], [680, 317, 696, 352], [959, 283, 1012, 388], [991, 289, 1018, 383]]","[959, 283, 1018, 388]","[[959, 283, 1012, 388], [991, 289, 1018, 383]]",2.0,,False,mapillary,140107474813391
1397496044290483.jpg,2863.0,0.0,3.0,1.0,"[[837, 381, 853, 414], [964, 352, 1003, 445], [997, 343, 1024, 443]]","[964, 343, 1024, 445]","[[964, 352, 1003, 445], [997, 343, 1024, 443]]",2.0,,False,mapillary,1397496044290483
1463618857699950.jpg,2867.0,0.0,9.0,1.0,"[[161, 382, 178, 406], [187, 375, 205, 417], [211, 371, 226, 410], [273, 370, 289, 406], [314, 367, 326, 397], [718, 325, 742, 385], [862, 317, 892, 386], [893, 312, 918, 372], [915, 331, 935, 362]]","[862, 312, 918, 386]","[[862, 317, 892, 386], [893, 312, 918, 372]]",2.0,"[211, 371, 226, 410]",False,mapillary,1463618857699950
529495885296902.jpg,2869.0,0.0,6.0,1.0,"[[131, 414, 139, 432], [308, 441, 425, 675], [399, 393, 414, 432], [421, 423, 515, 655], [598, 371, 607, 390], [619, 371, 647, 446]]","[308, 423, 515, 675]","[[308, 441, 425, 675], [421, 423, 515, 655]]",2.0,,False,mapillary,529495885296902
471628047425312.jpg,2871.0,0.0,10.0,2.0,"[[0, 452, 391, 764], [101, 420, 116, 460], [121, 410, 140, 463], [220, 410, 279, 552], [283, 405, 295, 436], [296, 412, 314, 448], [552, 393, 584, 493], [579, 396, 604, 506], [726, 386, 738, 424], [801, 384, 813, 412]]","[101, 410, 140, 463]","[[101, 420, 116, 460], [121, 410, 140, 463]]",2.0,"[0, 452, 391, 764]",False,mapillary,471628047425312
471628047425312.jpg,2871.0,1.0,10.0,2.0,"[[0, 452, 391, 764], [101, 420, 116, 460], [121, 410, 140, 463], [220, 410, 279, 552], [283, 405, 295, 436], [296, 412, 314, 448], [552, 393, 584, 493], [579, 396, 604, 506], [726, 386, 738, 424], [801, 384, 813, 412]]","[552, 393, 604, 506]","[[552, 393, 584, 493], [579, 396, 604, 506]]",2.0,"[0, 452, 391, 764]",False,mapillary,471628047425312
349681327118049.jpg,2872.0,0.0,7.0,1.0,"[[14, 461, 122, 683], [462, 363, 474, 379], [503, 363, 514, 393], [527, 366, 538, 395], [540, 361, 552, 396], [775, 360, 793, 397], [835, 376, 848, 402]]","[527, 361, 552, 396]","[[527, 366, 538, 395], [540, 361, 552, 396]]",2.0,"[462, 363, 474, 379]",False,mapillary,349681327118049
487611913068107.jpg,2879.0,0.0,5.0,1.0,"[[109, 358, 122, 385], [252, 335, 262, 372], [449, 364, 466, 409], [465, 358, 483, 406], [494, 359, 505, 382]]","[449, 358, 483, 409]","[[449, 364, 466, 409], [465, 358, 483, 406]]",2.0,,False,mapillary,487611913068107
2751417975003797.jpg,2881.0,0.0,6.0,2.0,"[[393, 269, 414, 328], [744, 284, 767, 338], [761, 282, 783, 342], [902, 285, 936, 341], [953, 286, 989, 345], [1006, 290, 1023, 340]]","[744, 282, 783, 342]","[[744, 284, 767, 338], [761, 282, 783, 342]]",2.0,,False,mapillary,2751417975003797
2751417975003797.jpg,2881.0,1.0,6.0,2.0,"[[393, 269, 414, 328], [744, 284, 767, 338], [761, 282, 783, 342], [902, 285, 936, 341], [953, 286, 989, 345], [1006, 290, 1023, 340]]","[902, 285, 989, 345]","[[902, 285, 936, 341], [953, 286, 989, 345]]",2.0,,False,mapillary,2751417975003797
508066544927042.jpg,2882.0,0.0,7.0,1.0,"[[168, 322, 213, 367], [278, 338, 299, 391], [278, 338, 298, 369], [310, 331, 330, 349], [353, 330, 423, 495], [467, 355, 480, 379], [747, 362, 794, 444]]","[278, 338, 299, 391]","[[278, 338, 299, 391], [278, 338, 298, 369]]",2.0,,False,mapillary,508066544927042
370769527696306.jpg,2884.0,0.0,7.0,3.0,"[[119, 442, 143, 499], [180, 438, 206, 523], [230, 438, 258, 519], [321, 435, 349, 508], [390, 437, 413, 508], [968, 431, 992, 500], [987, 439, 1007, 497]]","[180, 438, 258, 523]","[[180, 438, 206, 523], [230, 438, 258, 519]]",2.0,,False,mapillary,370769527696306
370769527696306.jpg,2884.0,1.0,7.0,3.0,"[[119, 442, 143, 499], [180, 438, 206, 523], [230, 438, 258, 519], [321, 435, 349, 508], [390, 437, 413, 508], [968, 431, 992, 500], [987, 439, 1007, 497]]","[321, 435, 413, 508]","[[321, 435, 349, 508], [390, 437, 413, 508]]",2.0,,False,mapillary,370769527696306
370769527696306.jpg,2884.0,2.0,7.0,3.0,"[[119, 442, 143, 499], [180, 438, 206, 523], [230, 438, 258, 519], [321, 435, 349, 508], [390, 437, 413, 508], [968, 431, 992, 500], [987, 439, 1007, 497]]","[968, 431, 1007, 500]","[[968, 431, 992, 500], [987, 439, 1007, 497]]",2.0,,False,mapillary,370769527696306
192745389357825.jpg,2886.0,0.0,3.0,1.0,"[[21, 571, 36, 612], [914, 645, 930, 692], [933, 652, 950, 699]]","[914, 645, 950, 699]","[[914, 645, 930, 692], [933, 652, 950, 699]]",2.0,,False,mapillary,192745389357825
4351044568261129.jpg,2888.0,0.0,2.0,1.0,"[[848, 540, 864, 585], [866, 536, 885, 585]]","[848, 536, 885, 585]","[[848, 540, 864, 585], [866, 536, 885, 585]]",2.0,,False,mapillary,4351044568261129
377994950240573.jpg,2890.0,0.0,4.0,1.0,"[[11, 43, 48, 215], [32, 29, 99, 213], [94, 29, 171, 232], [189, 78, 225, 194]]","[11, 29, 99, 215]","[[11, 43, 48, 215], [32, 29, 99, 213]]",2.0,,False,mapillary,377994950240573
336127711920775.jpg,2891.0,0.0,2.0,1.0,"[[4, 403, 19, 426], [11, 408, 46, 443]]","[4, 403, 46, 443]","[[4, 403, 19, 426], [11, 408, 46, 443]]",2.0,,False,mapillary,336127711920775
777707021229613.jpg,2892.0,0.0,7.0,3.0,"[[369, 244, 384, 277], [388, 242, 399, 275], [586, 130, 659, 337], [640, 148, 683, 313], [652, 159, 695, 296], [676, 116, 761, 321], [753, 60, 852, 314]]","[369, 242, 399, 277]","[[369, 244, 384, 277], [388, 242, 399, 275]]",2.0,,False,mapillary,777707021229613
777707021229613.jpg,2892.0,1.0,7.0,3.0,"[[369, 244, 384, 277], [388, 242, 399, 275], [586, 130, 659, 337], [640, 148, 683, 313], [652, 159, 695, 296], [676, 116, 761, 321], [753, 60, 852, 314]]","[586, 130, 683, 337]","[[586, 130, 659, 337], [640, 148, 683, 313]]",2.0,,False,mapillary,777707021229613
777707021229613.jpg,2892.0,2.0,7.0,3.0,"[[369, 244, 384, 277], [388, 242, 399, 275], [586, 130, 659, 337], [640, 148, 683, 313], [652, 159, 695, 296], [676, 116, 761, 321], [753, 60, 852, 314]]","[676, 60, 852, 321]","[[676, 116, 761, 321], [753, 60, 852, 314]]",2.0,,False,mapillary,777707021229613
1209020863192835.jpg,2894.0,0.0,6.0,1.0,"[[12, 415, 27, 453], [47, 417, 65, 458], [66, 417, 77, 449], [516, 401, 565, 549], [622, 382, 640, 421], [680, 387, 689, 412]]","[47, 417, 77, 458]","[[47, 417, 65, 458], [66, 417, 77, 449]]",2.0,,False,mapillary,1209020863192835
487701962473556.jpg,2900.0,0.0,4.0,1.0,"[[561, 332, 571, 359], [599, 273, 785, 728], [728, 244, 841, 672], [919, 347, 1023, 697]]","[599, 244, 841, 728]","[[599, 273, 785, 728], [728, 244, 841, 672]]",2.0,"[561, 332, 571, 359]",False,mapillary,487701962473556
310575963895577.jpg,2902.0,0.0,4.0,1.0,"[[245, 302, 256, 341], [370, 311, 383, 338], [388, 310, 400, 340], [520, 313, 529, 329]]","[370, 310, 400, 340]","[[370, 311, 383, 338], [388, 310, 400, 340]]",2.0,"[520, 313, 529, 329]",False,mapillary,310575963895577
148182453978571.jpg,2903.0,0.0,2.0,1.0,"[[72, 387, 89, 421], [97, 384, 111, 422]]","[72, 384, 111, 422]","[[72, 387, 89, 421], [97, 384, 111, 422]]",2.0,,False,mapillary,148182453978571
149468377195359.jpg,2907.0,0.0,5.0,2.0,"[[203, 103, 219, 143], [218, 105, 236, 144], [337, 121, 357, 149], [769, 136, 787, 169], [783, 139, 795, 169]]","[203, 103, 236, 144]","[[203, 103, 219, 143], [218, 105, 236, 144]]",2.0,"[337, 121, 357, 149]",False,mapillary,149468377195359
149468377195359.jpg,2907.0,0.0,5.0,2.0,"[[203, 103, 219, 143], [218, 105, 236, 144], [337, 121, 357, 149], [769, 136, 787, 169], [783, 139, 795, 169]]","[203, 103, 236, 144]","[[203, 103, 219, 143], [218, 105, 236, 144]]",2.0,"[783, 139, 795, 169]",False,mapillary,149468377195359
149468377195359.jpg,2907.0,1.0,5.0,2.0,"[[203, 103, 219, 143], [218, 105, 236, 144], [337, 121, 357, 149], [769, 136, 787, 169], [783, 139, 795, 169]]","[769, 136, 795, 169]","[[769, 136, 787, 169], [783, 139, 795, 169]]",2.0,"[218, 105, 236, 144]",False,mapillary,149468377195359
149468377195359.jpg,2907.0,1.0,5.0,2.0,"[[203, 103, 219, 143], [218, 105, 236, 144], [337, 121, 357, 149], [769, 136, 787, 169], [783, 139, 795, 169]]","[769, 136, 795, 169]","[[769, 136, 787, 169], [783, 139, 795, 169]]",2.0,"[337, 121, 357, 149]",False,mapillary,149468377195359
1014664023345433.jpg,2910.0,0.0,5.0,1.0,"[[392, 282, 425, 325], [422, 263, 481, 332], [469, 296, 489, 367], [483, 232, 556, 502], [525, 204, 646, 585]]","[392, 263, 481, 332]","[[392, 282, 425, 325], [422, 263, 481, 332]]",2.0,,False,mapillary,1014664023345433
1007097869980198.jpg,2912.0,0.0,6.0,2.0,"[[276, 367, 317, 433], [299, 354, 349, 460], [380, 353, 413, 400], [412, 351, 440, 395], [424, 376, 442, 395], [717, 301, 755, 381]]","[276, 354, 349, 460]","[[276, 367, 317, 433], [299, 354, 349, 460]]",2.0,,False,mapillary,1007097869980198
1007097869980198.jpg,2912.0,1.0,6.0,2.0,"[[276, 367, 317, 433], [299, 354, 349, 460], [380, 353, 413, 400], [412, 351, 440, 395], [424, 376, 442, 395], [717, 301, 755, 381]]","[380, 351, 442, 400]","[[380, 353, 413, 400], [412, 351, 440, 395], [424, 376, 442, 395]]",3.0,,False,mapillary,1007097869980198
850572828892798.jpg,2914.0,0.0,7.0,2.0,"[[2, 287, 22, 335], [23, 287, 43, 334], [67, 293, 88, 333], [90, 288, 108, 331], [209, 291, 228, 326], [259, 299, 276, 323], [353, 302, 366, 333]]","[2, 287, 43, 335]","[[2, 287, 22, 335], [23, 287, 43, 334]]",2.0,"[353, 302, 366, 333]",False,mapillary,850572828892798
850572828892798.jpg,2914.0,1.0,7.0,2.0,"[[2, 287, 22, 335], [23, 287, 43, 334], [67, 293, 88, 333], [90, 288, 108, 331], [209, 291, 228, 326], [259, 299, 276, 323], [353, 302, 366, 333]]","[67, 288, 108, 333]","[[67, 293, 88, 333], [90, 288, 108, 331]]",2.0,"[353, 302, 366, 333]",False,mapillary,850572828892798
451716032796736.jpg,2917.0,0.0,3.0,1.0,"[[384, 238, 409, 287], [477, 244, 487, 267], [493, 241, 503, 267]]","[477, 241, 503, 267]","[[477, 244, 487, 267], [493, 241, 503, 267]]",2.0,,False,mapillary,451716032796736
363156621799229.jpg,2918.0,0.0,5.0,2.0,"[[53, 571, 88, 656], [197, 572, 238, 694], [217, 562, 245, 674], [298, 585, 324, 657], [314, 556, 358, 660]]","[197, 562, 245, 694]","[[197, 572, 238, 694], [217, 562, 245, 674]]",2.0,,False,mapillary,363156621799229
363156621799229.jpg,2918.0,1.0,5.0,2.0,"[[53, 571, 88, 656], [197, 572, 238, 694], [217, 562, 245, 674], [298, 585, 324, 657], [314, 556, 358, 660]]","[298, 556, 358, 660]","[[298, 585, 324, 657], [314, 556, 358, 660]]",2.0,,False,mapillary,363156621799229
341229214085611.jpg,2919.0,0.0,3.0,1.0,"[[949, 159, 981, 214], [980, 159, 1000, 203], [994, 148, 1023, 215]]","[949, 148, 1023, 215]","[[949, 159, 981, 214], [980, 159, 1000, 203], [994, 148, 1023, 215]]",3.0,,False,mapillary,341229214085611
145424824215718.jpg,2923.0,0.0,11.0,3.0,"[[250, 315, 276, 390], [271, 320, 300, 389], [446, 295, 491, 423], [525, 304, 564, 417], [569, 295, 610, 428], [612, 312, 634, 364], [666, 318, 727, 409], [720, 327, 757, 399], [774, 280, 810, 423], [803, 178, 939, 572], [916, 305, 1023, 466]]","[250, 315, 300, 390]","[[250, 315, 276, 390], [271, 320, 300, 389]]",2.0,,False,mapillary,145424824215718
145424824215718.jpg,2923.0,1.0,11.0,3.0,"[[250, 315, 276, 390], [271, 320, 300, 389], [446, 295, 491, 423], [525, 304, 564, 417], [569, 295, 610, 428], [612, 312, 634, 364], [666, 318, 727, 409], [720, 327, 757, 399], [774, 280, 810, 423], [803, 178, 939, 572], [916, 305, 1023, 466]]","[525, 295, 610, 428]","[[525, 304, 564, 417], [569, 295, 610, 428]]",2.0,,False,mapillary,145424824215718
145424824215718.jpg,2923.0,2.0,11.0,3.0,"[[250, 315, 276, 390], [271, 320, 300, 389], [446, 295, 491, 423], [525, 304, 564, 417], [569, 295, 610, 428], [612, 312, 634, 364], [666, 318, 727, 409], [720, 327, 757, 399], [774, 280, 810, 423], [803, 178, 939, 572], [916, 305, 1023, 466]]","[666, 318, 757, 409]","[[666, 318, 727, 409], [720, 327, 757, 399]]",2.0,,False,mapillary,145424824215718
2891017617835430.jpg,2924.0,0.0,6.0,2.0,"[[0, 262, 52, 387], [96, 267, 153, 392], [280, 298, 301, 350], [308, 293, 329, 355], [336, 298, 354, 350], [791, 276, 819, 322]]","[0, 262, 153, 392]","[[0, 262, 52, 387], [96, 267, 153, 392]]",2.0,"[791, 276, 819, 322]",False,mapillary,2891017617835430
2891017617835430.jpg,2924.0,1.0,6.0,2.0,"[[0, 262, 52, 387], [96, 267, 153, 392], [280, 298, 301, 350], [308, 293, 329, 355], [336, 298, 354, 350], [791, 276, 819, 322]]","[280, 293, 354, 355]","[[280, 298, 301, 350], [308, 293, 329, 355], [336, 298, 354, 350]]",3.0,"[791, 276, 819, 322]",False,mapillary,2891017617835430
315858003254076.jpg,2926.0,0.0,4.0,2.0,"[[736, 418, 773, 527], [775, 431, 819, 529], [859, 454, 870, 480], [869, 454, 879, 481]]","[736, 418, 819, 529]","[[736, 418, 773, 527], [775, 431, 819, 529]]",2.0,,False,mapillary,315858003254076
315858003254076.jpg,2926.0,1.0,4.0,2.0,"[[736, 418, 773, 527], [775, 431, 819, 529], [859, 454, 870, 480], [869, 454, 879, 481]]","[859, 454, 879, 481]","[[859, 454, 870, 480], [869, 454, 879, 481]]",2.0,,False,mapillary,315858003254076
4743557775658814.jpg,2927.0,0.0,5.0,1.0,"[[476, 272, 486, 300], [737, 280, 781, 374], [802, 281, 828, 383], [822, 287, 850, 373], [967, 278, 1006, 375]]","[802, 281, 850, 383]","[[802, 281, 828, 383], [822, 287, 850, 373]]",2.0,"[476, 272, 486, 300]",False,mapillary,4743557775658814
